title,rank,date,artist,url,region,chart,trend,streams
Die For You (feat. Dominic Fike),176,2021-03-22,Justin Bieber,https://open.spotify.com/track/7aely3H8kMj9o0gt6vXHE1,Portugal,top200,MOVE_DOWN,5247.0
Selamat Berhari Raya,27,2021-05-14,Rahimah Rahim,https://open.spotify.com/track/74SXA9SsaHeOXyg3NxRymf,Singapore,viral50,SAME_POSITION,
A Mí,190,2021-04-25,Rels B,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,Colombia,top200,MOVE_DOWN,10423.0
OK,147,2018-03-15,"Robin Schulz, James Blunt",https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS,Belgium,top200,MOVE_UP,4145.0
Never Let Me Down,159,2021-06-17,"VIZE, Tom Gregory",https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN,Germany,top200,MOVE_UP,63294.0
What Lovers Do,154,2019-01-23,"Maroon 5, SZA",https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,Malaysia,top200,MOVE_UP,5998.0
Malibu,27,2017-06-15,Miley Cyrus,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,Hungary,top200,MOVE_DOWN,5222.0
El Güero (Feat. Marca MP),93,2021-11-07,Grupo Firme,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw,Guatemala,top200,MOVE_UP,7132.0
Trampoline,3,2018-12-28,SHAED,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,Slovakia,viral50,MOVE_UP,
Primo,36,2017-12-23,RAF Camora,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo,Austria,top200,MOVE_DOWN,12205.0
New Boots,21,2021-08-04,RIO,https://open.spotify.com/track/33aIRpX1UfzmRZI8Ex9NQ3,Taiwan,viral50,NEW_ENTRY,
Brindemos,42,2018-11-13,"Anuel AA, Ozuna",https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO,Panama,top200,SAME_POSITION,3591.0
Circles,91,2021-05-19,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,Global,top200,MOVE_UP,1031834.0
All For Love,162,2018-10-20,"Tungevaag, Raaban, Richard Smitt",https://open.spotify.com/track/5VGBgPVFO3e0lWz4WHYntQ,Finland,top200,MOVE_UP,7638.0
SOS (feat. Aloe Blacc),156,2020-07-17,Avicii,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,Czech Republic,top200,MOVE_UP,4721.0
Bellaquita - Remix,123,2020-08-27,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",https://open.spotify.com/track/4GGwM2Krtlx9G9ii1RaEOx,Colombia,top200,MOVE_UP,12161.0
Reminding Me,35,2017-05-25,"Shawn Hook, Vanessa Hudgens",https://open.spotify.com/track/7DQXiMeLqiQsy1uqHSk0xc,El Salvador,viral50,NEW_ENTRY,
Esquema Preferido (feat. Tarcísio do Acordeon),30,2021-06-12,DJ Ivis,https://open.spotify.com/track/0e6NlGJxYlHvAN8SKxad7N,Brazil,top200,MOVE_UP,476747.0
Pope Is a Rockstar,32,2021-12-29,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Romania,viral50,MOVE_DOWN,
In the End,45,2017-07-23,Linkin Park,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,Panama,top200,MOVE_DOWN,2673.0
Nights Like This (feat. Ty Dolla $ign),62,2019-02-03,Kehlani,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,Czech Republic,top200,MOVE_UP,3542.0
Pop Out (feat. Lil Tjay),8,2019-05-05,Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,Iceland,viral50,MOVE_DOWN,
Madura (feat. Bad Bunny),104,2018-08-29,Cosculluela,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN,Global,top200,MOVE_UP,780750.0
In Your Eyes,50,2020-08-29,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,Sweden,top200,MOVE_UP,42237.0
Она не я,71,2021-09-02,Artik & Asti,https://open.spotify.com/track/6kZ2FxkEd6Q62eQk36e7xt,Ukraine,top200,MOVE_UP,4597.0
Good as Hell (feat. Ariana Grande) - Remix,117,2019-10-30,Lizzo,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,Japan,top200,MOVE_DOWN,16842.0
Ransom,5,2019-07-05,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,Slovakia,viral50,SAME_POSITION,
I Like Me Better,26,2017-08-20,Lauv,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,Hong Kong,top200,MOVE_DOWN,6090.0
Stupid Love,27,2020-03-10,Lady Gaga,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb,Canada,top200,MOVE_UP,94814.0
No Te Contaron Mal,35,2019-05-25,Christian Nodal,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,Mexico,top200,MOVE_UP,167532.0
Leave The Door Open,32,2021-05-07,"Bruno Mars, Anderson .Paak, Silk Sonic",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,Singapore,viral50,MOVE_DOWN,
Arde la Ciudad,162,2020-09-04,Mancha De Rolando,https://open.spotify.com/track/3SyKG06yOK3omo29EwZ8dP,Uruguay,top200,MOVE_DOWN,2204.0
מאושרים,153,2021-05-15,"Doli & Penn, Liran Danino, Noa Kirel",https://open.spotify.com/track/7gCQoHVFUJ52nIa2UfxeAt,Israel,top200,MOVE_DOWN,2790.0
Yeh Baby,183,2019-09-30,Garry Sandhu,https://open.spotify.com/track/4bAimZUcP0JK806hdCuAjt,India,top200,MOVE_DOWN,14475.0
Wolves,8,2017-12-28,"Selena Gomez, Marshmello",https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,Switzerland,top200,SAME_POSITION,17550.0
THATS WHAT I WANT,42,2021-10-13,Lil Nas X,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,Finland,viral50,MOVE_DOWN,
Deja Vu,25,2019-10-30,"Hawk, Sapranov",https://open.spotify.com/track/5A1uS1PcKcMsMG36KgAq1d,Greece,top200,MOVE_UP,5076.0
Love Your Voice,134,2021-07-07,JONY,https://open.spotify.com/track/4hyVrAsoKKjxAvQjPRt0ai,India,top200,MOVE_DOWN,45382.0
Are You Bored Yet? (feat. Clairo),83,2020-07-06,Wallows,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,United Kingdom,top200,SAME_POSITION,78563.0
Love Yourself,137,2017-10-21,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Thailand,top200,MOVE_UP,1131.0
11 PM,56,2020-01-26,Maluma,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,Paraguay,top200,SAME_POSITION,5913.0
Aku Tenang,126,2019-04-12,Fourtwnty,https://open.spotify.com/track/671zYm5ZtN7bHaDOwY3Kxy,Indonesia,top200,MOVE_DOWN,27505.0
¿Qué Vas a Hacer?,165,2019-03-19,Ricardo Montaner,https://open.spotify.com/track/1U0Iv0dVkdRhqXg1LJlusm,Argentina,top200,MOVE_UP,20982.0
Entrégate,77,2018-06-29,Luis Miguel,https://open.spotify.com/track/7oodPDKpxL5ZxS7aPoHUTf,Mexico,top200,MOVE_DOWN,95996.0
Save Me,142,2018-06-19,XXXTENTACION,https://open.spotify.com/track/2UwbhMie1EAYuTZ0QXeMwl,Panama,top200,NEW_ENTRY,1069.0
Si hubieras querido,166,2021-01-28,Pablo Alborán,https://open.spotify.com/track/3SnQbMhX8Now5s5F2ul9oC,Spain,top200,MOVE_UP,39953.0
Martin & Gina,116,2021-10-03,Polo G,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,United Kingdom,top200,MOVE_DOWN,55732.0
MAFIA,12,2021-11-08,Travis Scott,https://open.spotify.com/track/08F16baYbciTva9P4BvpiI,Canada,top200,SAME_POSITION,112873.0
אם תרצי,11,2021-02-03,Hanan Ben Ari,https://open.spotify.com/track/3BRlBgX59CKqOa8PXI41qQ,Israel,top200,SAME_POSITION,11415.0
As If It's Your Last,143,2020-10-05,BLACKPINK,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,Hong Kong,top200,MOVE_DOWN,3510.0
Subway Sexists,9,2020-12-03,Yung Spinach Cumshot,https://open.spotify.com/track/1dytqMU5Q8rgs5AmaW3n2z,Denmark,viral50,MOVE_DOWN,
Stone,170,2018-10-21,"Alessia Cara, Sebastian Kole",https://open.spotify.com/track/0b3qOB5v3kqL1obw0hrfFo,Netherlands,top200,NEW_ENTRY,23397.0
To My Love - Tainy Remix,161,2018-04-21,Bomba Estéreo,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx,Global,top200,MOVE_UP,707339.0
Heather,83,2021-02-15,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,Australia,top200,SAME_POSITION,46645.0
Rewrite The Stars,3,2018-01-01,"Zac Efron, Zendaya",https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,Singapore,viral50,SAME_POSITION,
Sewindu,170,2018-02-24,Tulus,https://open.spotify.com/track/0nXXgjpcisM0bheuDZHAub,Indonesia,top200,MOVE_DOWN,10415.0
7 Stunden,45,2020-07-27,"LEA, Capital Bra",https://open.spotify.com/track/1EbdQ54jFLGEH94cUif3TI,Germany,top200,MOVE_UP,175319.0
Ghostface Killers,176,2017-11-18,"21 Savage, Offset, Metro Boomin, Travis Scott",https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,Portugal,top200,MOVE_DOWN,2508.0
In Your Eyes,137,2020-10-04,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,Romania,top200,SAME_POSITION,2479.0
Kamikazi,5,2020-11-06,"Dof Twogee, Zinon, Kaishen",https://open.spotify.com/track/2K7HlGNAngiCJaaaApo2DF,Greece,viral50,MOVE_UP,
La Playa,41,2019-09-20,Myke Towers,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71,Ecuador,top200,MOVE_DOWN,11573.0
Adicto (with Anuel AA & Ozuna),43,2019-09-21,Tainy,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,Greece,viral50,MOVE_DOWN,
Tip Toe (feat. French Montana),128,2018-01-22,Jason Derulo,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,Indonesia,top200,MOVE_UP,12229.0
ILYSB - STRIPPED,139,2019-12-20,LANY,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H,Philippines,top200,MOVE_UP,34410.0
Spit Of You,91,2021-10-17,Sam Fender,https://open.spotify.com/track/6YrNd7sFarQAUflTPcTH0h,United Kingdom,top200,MOVE_DOWN,71024.0
Miracle (Body Rock) - Edit,46,2019-08-12,Nic Fanciulli,https://open.spotify.com/track/6YtMWKgiq2ODZDFma4vxWy,Hungary,viral50,MOVE_UP,
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",150,2017-04-07,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Indonesia,top200,MOVE_UP,6653.0
Amigos No por Favor (Primera Fila) - En Vivo,138,2018-02-06,Yuridia,https://open.spotify.com/track/2hyAEExgoEfxrVJKUJTqZV,Costa Rica,top200,MOVE_UP,2769.0
Solo,187,2019-02-15,"Amenazzy, Lary Over",https://open.spotify.com/track/7mTWMsbnRPGmyLOEaImXOU,Ecuador,top200,MOVE_DOWN,3238.0
A Mí,159,2020-05-03,Rels B,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,Bolivia,top200,MOVE_UP,1773.0
Reggaetón Lento (Bailemos),100,2017-12-02,CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,Panama,top200,MOVE_UP,1438.0
GIRL LIKE ME,159,2021-02-16,"Black Eyed Peas, Shakira",https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta,Italy,top200,MOVE_UP,39551.0
Unforgettable,75,2017-07-30,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,Italy,top200,MOVE_DOWN,25949.0
Nezastaviteľný,124,2020-10-24,"Rytmus, Fillipian",https://open.spotify.com/track/2EeqXnFIGvIShtwt7VdnWA,Slovakia,top200,MOVE_UP,1968.0
Ne Güzel Güldün,175,2017-03-23,Pinhani,https://open.spotify.com/track/79bKKv3MNqU7jec2IFKw7d,Turkey,top200,MOVE_DOWN,5257.0
Madre mia (feat. Ninho),43,2017-12-09,Sadek,https://open.spotify.com/track/37YNulvDhyzULfhHycmhEl,France,top200,MOVE_DOWN,79807.0
Imposible,35,2019-02-22,"Luis Fonsi, Ozuna",https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,Honduras,top200,MOVE_DOWN,3071.0
Castle on the Hill,6,2017-01-17,Ed Sheeran,https://open.spotify.com/track/66qlqxhEMpSHOzjRK4il0b,Lithuania,viral50,MOVE_DOWN,
Solo (feat. Demi Lovato),9,2018-08-11,Clean Bandit,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Global,top200,MOVE_UP,2868966.0
SICKO MODE,171,2019-01-09,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,Guatemala,top200,MOVE_DOWN,1913.0
"Cool (feat. Marc E. Bassy, Gucci Mane)",66,2018-03-11,Felix Jaehn,https://open.spotify.com/track/3vwVxnq3vQ6NxGVxaiuteR,Austria,top200,MOVE_UP,4144.0
Mejores Amigos,103,2019-10-21,"Yera, Morat",https://open.spotify.com/track/7tQ24skemknA6PPh6gwFi1,Ecuador,top200,MOVE_UP,5820.0
All Girls Are The Same,186,2021-04-26,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,Global,top200,MOVE_DOWN,703400.0
Roses - Imanbek Remix,3,2020-05-23,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,Estonia,top200,MOVE_UP,3765.0
Solo Dance,135,2017-12-07,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Germany,top200,MOVE_UP,53870.0
Reggaetón Lento (Remix),161,2017-12-30,"CNCO, Little Mix",https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF,Argentina,top200,MOVE_DOWN,20354.0
Her Mevsim Yazım,136,2020-11-27,Zeynep Bastık,https://open.spotify.com/track/1JapaGk1R2sTBTgqJB4J9f,Turkey,top200,MOVE_DOWN,33058.0
Satu Malam,12,2020-09-29,Qody,https://open.spotify.com/track/68nDR5VN3nl0L0D87MhhWZ,Malaysia,viral50,MOVE_UP,
"Rula Diya (From ""Batla House"")",147,2019-12-25,"Ankit Tiwari, Dhvani Bhanushali",https://open.spotify.com/track/6sTbnkzOtPpojgnn50cCHJ,India,top200,MOVE_UP,22877.0
Floyd Mayweather,15,2019-12-11,Żabson,https://open.spotify.com/track/5wOAQXIydVWJNatT6nKwhz,Poland,top200,SAME_POSITION,49889.0
Criminal,58,2017-09-10,"Natti Natasha, Ozuna",https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,Dominican Republic,top200,MOVE_DOWN,2383.0
It Ain't Me (with Selena Gomez),7,2017-02-24,Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,Norway,viral50,MOVE_DOWN,
Bebi Liguei - Ao Vivo,101,2020-04-18,Marília Mendonça,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3,Brazil,top200,MOVE_UP,120014.0
Ando buscando (feat. Piso 21),70,2017-05-18,Carlos Baute,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,Peru,top200,SAME_POSITION,13001.0
Elpida,34,2021-10-14,Mad Clip,https://open.spotify.com/track/1JaBJC3gj7jSsNxsnYTzhj,Greece,top200,MOVE_UP,11916.0
MOOD 4 EVA (feat. Oumou Sangaré),75,2019-07-24,"Beyoncé, JAY-Z, Childish Gambino",https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW,Norway,top200,MOVE_DOWN,19647.0
Justicia,60,2018-10-16,"Silvestre Dangond, Natti Natasha",https://open.spotify.com/track/6ipp8Dhs33KinlF4BStgca,Peru,top200,SAME_POSITION,18973.0
Algo Me Gusta De Ti,168,2018-10-26,"Wisin & Yandel, Chris Brown, T-Pain",https://open.spotify.com/track/2FqoR7diymD1Eh7cVb3DMg,Paraguay,top200,MOVE_DOWN,1622.0
GPS,126,2018-07-12,Maiara & Maraisa,https://open.spotify.com/track/5fzGdLTzJDgOYeniy7U2fk,Brazil,top200,MOVE_UP,74372.0
no tears left to cry,85,2018-06-13,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Chile,top200,MOVE_DOWN,22594.0
Me Mata,23,2017-05-02,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",https://open.spotify.com/track/2wgDAPgBhFA7pnIbm0YOhP,Panama,top200,MOVE_UP,3804.0
Hasta Que Me Olvides,145,2018-06-23,Luis Miguel,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12,Mexico,top200,MOVE_DOWN,51375.0
Arcade,94,2021-07-05,Duncan Laurence,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,Slovakia,top200,MOVE_DOWN,2228.0
Be Mine,93,2018-06-17,Ofenbach,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w,Poland,top200,MOVE_DOWN,11247.0
Call You Mine (feat. Bebe Rexha),25,2019-06-20,The Chainsmokers,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,Australia,top200,SAME_POSITION,90205.0
"All I Want - From ""High School Musical: The Musical: The Series""",159,2020-02-24,Olivia Rodrigo,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,New Zealand,top200,MOVE_DOWN,7131.0
"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",60,2017-04-12,Sia,https://open.spotify.com/track/5fc6rQgAKiLutfUYWQ6QnJ,Sweden,top200,MOVE_UP,36232.0
Runaway,190,2018-11-04,Lil Peep,https://open.spotify.com/track/6W4f0lzPGSIKsbTRhNk8VI,Poland,top200,MOVE_DOWN,8637.0
Rasputin,123,2021-09-16,"Majestic, Boney M.",https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q,Netherlands,top200,MOVE_UP,32144.0
"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",44,2018-02-23,Sofi Tukker,https://open.spotify.com/track/1Cicn7ce1xoVlq8gthE2eX,Hungary,viral50,MOVE_DOWN,
Wall of Glass,105,2017-06-18,Liam Gallagher,https://open.spotify.com/track/3eqhMltljpvMkVNUbAHyQI,Ireland,top200,MOVE_DOWN,4804.0
Sodio,17,2020-03-07,Danna Paola,https://open.spotify.com/track/7jYZU1CIruZU3puB5tiYiW,Guatemala,viral50,MOVE_UP,
Dream Girl - Remix,39,2020-07-24,"Ir Sais, Rauw Alejandro",https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX,Chile,top200,MOVE_DOWN,64357.0
NEGA DOLA,14,2018-02-11,BoA,https://open.spotify.com/track/5OXGY1pFAAnxGSkqhZ4C6c,Hong Kong,viral50,MOVE_UP,
Yo Ya No Vuelvo Contigo - En Vivo,103,2021-10-05,"Lenin Ramírez, Grupo Firme",https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd,Honduras,top200,MOVE_DOWN,2405.0
Frelsið,117,2020-06-19,Nýdönsk,https://open.spotify.com/track/0LSQB8rrSc7Q06ky8H9eeO,Iceland,top200,NEW_ENTRY,1167.0
Falling,50,2020-01-29,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,Sweden,viral50,MOVE_DOWN,
death bed (coffee for your head),2,2020-03-13,"Powfu, beabadoobee",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,Vietnam,viral50,SAME_POSITION,
Bin Dereden,135,2018-06-03,İrem Derici,https://open.spotify.com/track/2gocodtU6SJ2b3GZFrosgI,Turkey,top200,MOVE_DOWN,11271.0
Восемь,6,2021-05-20,Лилу45,https://open.spotify.com/track/16hvqSkpxHjYssBox5awFr,Russia,viral50,SAME_POSITION,
Sólo Mía (feat. Maluma),162,2018-04-06,Yandel,https://open.spotify.com/track/1ei3g2hMYh1VKvik9FoUQR,Argentina,top200,MOVE_DOWN,16864.0
Memories,129,2021-05-03,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Canada,top200,MOVE_DOWN,34037.0
Wait,169,2018-03-14,Maroon 5,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,Austria,top200,MOVE_UP,2386.0
Vacation,24,2021-04-04,Dirty Heads,https://open.spotify.com/track/7lgvGRC1gN0JGgY9VGXsQT,Slovakia,viral50,MOVE_UP,
Seu Polícia - Ao Vivo,89,2017-02-20,Zé Neto & Cristiano,https://open.spotify.com/track/7CmuLM2vfzA78iHeqastoP,Brazil,top200,MOVE_DOWN,58635.0
Чистый - OST «Псих»,12,2021-03-11,Scriptonite,https://open.spotify.com/track/2Z0OcpA4i1KayJbXn800le,Ukraine,top200,SAME_POSITION,7396.0
Nhung Ke Mong Mo,6,2018-11-04,Noo Phước Thịnh,https://open.spotify.com/track/7fFvPlrcO79gXfErRuqaoC,Vietnam,top200,SAME_POSITION,4218.0
Fulanito,19,2021-07-02,"Becky G, El Alfa",https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg,Spain,viral50,SAME_POSITION,
Callao,137,2019-03-19,Anna Carina,https://open.spotify.com/track/6nTZdy0g6OmvMMiCO2mmz3,Peru,top200,MOVE_DOWN,10669.0
Baila,138,2017-04-12,Agapornis,https://open.spotify.com/track/3iS4VBJ3Bg1HyL3e6WNpgi,Uruguay,top200,MOVE_UP,1119.0
HACIENDO QUE ME AMAS,75,2021-07-27,Bad Bunny,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4,Honduras,top200,MOVE_UP,2851.0
Love Tonight - Edit,24,2021-05-26,Shouse,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP,Canada,viral50,MOVE_UP,
Si Se Da,44,2019-09-28,"Myke Towers, Farruko",https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,Panama,top200,MOVE_UP,4876.0
Stargazing,40,2017-12-17,"Kygo, Justin Jesso",https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,Taiwan,top200,MOVE_DOWN,7447.0
No Es Justo,77,2019-02-13,"J Balvin, Zion & Lennox",https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,Dominican Republic,top200,MOVE_UP,2440.0
All Around The World (feat. Bryn Christopher),151,2019-09-22,Matoma,https://open.spotify.com/track/1oW9LQ9KyFZ6rihgDbn14z,Norway,top200,MOVE_DOWN,9755.0
STFU,164,2020-01-30,Julie Bergan,https://open.spotify.com/track/4MY1amv4MW0wyH5vqB89vk,Norway,top200,MOVE_UP,11194.0
Breaking Me,161,2021-05-19,"Topic, A7S",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,United Arab Emirates,top200,MOVE_UP,1336.0
Ritual,113,2019-08-18,"Tiësto, Jonas Blue, Rita Ora",https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,Singapore,top200,MOVE_DOWN,8119.0
Tussi,33,2020-11-11,"Arcangel, Justin Quiles, Eladio Carrion, De La Ghetto",https://open.spotify.com/track/4vjVdfdBHnUiaFCcUa3gfn,Chile,top200,MOVE_UP,94733.0
Răng Buồn Rứa (Why U Sad),20,2019-07-12,"Trungg I.U, Double Noize, Truc Phuong",https://open.spotify.com/track/6skivzbr7jDpMV1TM19RNm,Vietnam,viral50,MOVE_UP,
No Guidance (feat. Drake),192,2021-03-15,Chris Brown,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,New Zealand,top200,NEW_ENTRY,5941.0
Good as Hell (feat. Ariana Grande) - Remix,153,2019-11-30,Lizzo,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,Poland,top200,MOVE_DOWN,18451.0
Woman,35,2021-09-18,Doja Cat,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,Greece,top200,MOVE_UP,15484.0
All of Me,198,2017-11-14,John Legend,https://open.spotify.com/track/3uhBIQ7tv8j1FME8cFGEfG,Italy,top200,NEW_ENTRY,15149.0
Mi Cuarto,22,2020-12-29,Jerry Di,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,Nicaragua,top200,MOVE_UP,3328.0
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),98,2017-08-03,"Tyler, The Creator",https://open.spotify.com/track/4bEcoz1OcfMgUbp2ft8ieQ,United States,top200,MOVE_DOWN,241365.0
Happy Now,24,2018-08-06,"Zedd, Elley Duhé",https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,Germany,viral50,MOVE_DOWN,
家,168,2021-06-06,Trash,https://open.spotify.com/track/14R6Zt1MYqBaCM4CeHHzBM,Taiwan,top200,MOVE_DOWN,5174.0
Despacito (Featuring Daddy Yankee),7,2017-07-07,Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,Switzerland,top200,MOVE_UP,22618.0
Wolves,108,2019-03-09,"Selena Gomez, Marshmello",https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,Hong Kong,top200,MOVE_UP,3208.0
Detente,51,2020-08-28,"Mike Bahía, Danny Ocean",https://open.spotify.com/track/0x1k6gSTSxaLxe0F2IThaX,Peru,top200,MOVE_DOWN,33809.0
X (feat. Future),135,2017-11-23,"21 Savage, Metro Boomin",https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,United States,top200,MOVE_UP,199104.0
Falling Like The Stars,191,2019-06-03,James Arthur,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY,Romania,top200,NEW_ENTRY,1311.0
Always Remember Us This Way,34,2018-11-20,Lady Gaga,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,Israel,viral50,MOVE_DOWN,
Quiero Repetir,12,2018-03-01,"Ozuna, J Balvin",https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri,Nicaragua,viral50,MOVE_UP,
Dicks,11,2019-11-03,"Ingi Bauer, Séra Bjössi",https://open.spotify.com/track/5jtgmZRPmm6QnJxegPoour,Iceland,top200,MOVE_DOWN,3417.0
Balkong,182,2021-05-11,Unge Ferrari,https://open.spotify.com/track/6sWtJNUxC5SYEKQ0zFGeNT,Norway,top200,MOVE_DOWN,10248.0
Si Se Da - Remix,44,2020-01-21,"Myke Towers, Farruko, Arcangel, Sech, Zion",https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,Colombia,top200,MOVE_UP,25394.0
Báilame despacio - Piso 21 Remix,124,2017-11-03,"Xantos, Dynell",https://open.spotify.com/track/7LFLJWIQFHsaDw5FOltT5Z,Paraguay,top200,MOVE_UP,1272.0
traitor,156,2021-05-27,Olivia Rodrigo,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,Thailand,top200,MOVE_DOWN,6991.0
Ahora Dice,34,2018-01-28,"Chris Jedi, J Balvin, Ozuna, Arcangel",https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,Costa Rica,top200,MOVE_DOWN,7521.0
Bad Habits,97,2021-11-07,Ed Sheeran,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,Panama,top200,MOVE_DOWN,2164.0
